feature_0,feature_1,feature_2,feature_3,label
1.6897674927968889,-1.4082412294800977,-0.9629360224901008,1.1634912998262406,1
0.8558199240791422,-0.4306455679527488,-0.39065862127712436,0.43591054984460975,1
-1.1750415205987592,-1.447632911390504,-0.16378973234781283,0.5080400364049594,0
1.3947745106362746,2.0193327410104605,0.297779576257853,-0.7663964171572308,1
-0.07323974631165475,0.33641676199413306,0.13630222965760852,-0.19988158215943141,1
2.0511757816620415,2.9810328066890803,0.44182435087403876,-1.1332458263354022,1
1.0544410784615854,1.5308692789194587,0.22658449272571957,-0.5817062468066563,1
-0.3550572241673403,1.698855041640849,0.684109849949548,-1.0058776462174228,0
-1.0923490543526626,0.2876216539520742,0.40864131132458853,-0.41417095369883034,0
-0.39823237281991,0.28091973353010846,0.20943661572467814,-0.2465441605280676,0
2.0318809213145483,1.398481442234289,-0.09615249279933277,-0.27893096533062406,1
0.4845453915822717,1.18669674633479,0.2700600843922888,-0.5295604105479633,0
-2.0698779153366966,0.2526022408497517,0.6739156703031255,-0.6261129430038174,0
0.17258346647958445,0.38210453955556556,0.08225768231668144,-0.16659966926166372,1
-0.33229364448493814,0.7075172815818458,0.33722565765055884,-0.4624863362524272,0
0.36578829143815295,2.2329715424445116,0.6630406501270507,-1.1254459318013184,0
-0.05275871346095795,-2.1823682579708907,-0.7344619420036655,1.1719380677026219,1
1.4875312037653905,0.8772307633865862,-0.1207325206561417,-0.12464687030323694,1
-1.06467497702353,-0.7523716155390152,0.04365576720775292,0.15678653823230854,0
2.2465882274971527,-1.5145502447600276,-1.1573985629599386,1.3527392393795732,1
-0.6284493229105651,-0.2072522294020004,0.10710438836554641,-0.03599645841740295,0
-0.11784305090720948,-1.0933827177870707,-0.3420400458443591,0.5655533491116796,1
-1.1558756757461424,-1.9499419682258918,-0.3417202127126047,0.7851784443297217,0
0.3919487506836882,1.0802105093386045,0.2597598765768786,-0.49364535402372944,1
-1.1297097809626642,-0.5078334393564243,0.1460792312835624,0.008707257444184569,0
2.008594457251389,0.012887153941107288,-0.5653616904782145,0.46754941418017,1
0.8411782195079873,-0.8208608433452822,-0.5205056018186826,0.6442267970084431,1
1.464896347635184,-0.7761859810841161,-0.6820971609811356,0.767338556467741,1
2.066957732714047,-1.0901106899672202,-0.9606888365893509,1.079950917173083,1
-2.4886487289270196,3.9712777170445666,2.0697085469286303,-2.7432289506595096,0
1.2158007377611906,-0.5088974176018992,-0.5196478139046674,0.5634267548522504,1
-2.1065854630658762,0.7951195979528419,0.8706298709316131,-0.929217315031703,0
-0.20433504219516196,-1.1372532821336936,-0.3325696797791109,0.5689282421467474,0
-1.8898554300589572,0.36530211926062295,0.6615491628047973,-0.6447453097977335,0
-2.2633037143105703,-0.056937254154613925,0.6224893631949007,-0.503819503687191,0
-1.6469953698802768,0.49340919543505113,0.6366480864493128,-0.6568936001966151,0
0.6238195280864198,-2.5409246419813645,-1.0495187327074413,1.5263777709826103,0
-0.9206271932318477,-2.2271064335969717,-0.503632880200453,0.9911785664237869,1
0.7319361380623391,0.8497529704161523,0.08417466840012258,-0.28824850790074896,1
2.4636097706452373,0.7326389837527106,-0.44727419752661185,0.18443005634254495,1
-0.38551993278881225,-1.3651455446031797,-0.35943064982208967,0.6498025474823553,0
0.6486804658219678,-0.4287915812134475,-0.33126176419839454,0.385966325097545,1
-2.5241251156333457,0.7031331609362643,0.9574869814153718,-0.9779414010289939,0
-2.5853950710158844,0.9635322381412524,1.0642891088402886,-1.1337391511532056,0
-0.4385176279518208,-1.9219858129171061,-0.5356162621056834,0.9394867245112273,0
-0.6723815479203049,-1.0056743747527992,-0.15461241446520044,0.38693945547559366,0
-1.371191282482491,0.24980946635547685,0.4747570018173547,-0.45952801895952317,0
-1.7515936908175633,-0.39696760075681503,0.3605633589589846,-0.19838533249207907,0
0.3461076938437967,-1.1948693601170965,-0.508501722940839,0.7302429804679116,1
-0.5941577373262046,-0.008443575810666681,0.16564790155316433,-0.13579116604257574,0
0.13368412656286088,-1.4004286666376393,-0.5188319073541879,0.7916165294386753,1
1.082696527118526,2.309021606766407,0.4857877151758566,-0.997345179091266,1
1.0437780681286468,-1.437727087413744,-0.7898107381161575,1.0268745110177004,1
-1.6639519399561093,1.3611362966964426,0.9394369083995784,-1.1318276833449412,0
1.8837976677117547,0.7824334569325959,-0.2656967618138849,0.02042151222404212,0
1.368238921601733,-0.005226994381723582,-0.38992953646878953,0.32609207773179055,1
-0.25448547284125034,-0.9483938387155723,-0.2534886868516622,0.4545831404456532,0
2.9172517291252813,0.6382512209789832,-0.608373769216322,0.3428315060509545,1
0.1131275711967511,-0.8281673401649976,-0.31648521264600304,0.4761854538671615,1
-3.365582304231961,-1.4600691790978222,0.45334033787607503,-0.002740079008609862,0
1.6615721859334653,1.3026200986722622,-0.024024240364364898,-0.3143934735048153,1
-1.1734356996732305,-0.7927339324918946,0.060647942888557106,0.1529963228206586,0
-0.7879170052745046,-2.0019194654752477,-0.46394987180733416,0.9003200005988778,0
1.1741382964118334,0.45189374349549016,-0.17789223915941038,0.03214854512777435,1
-1.1672283448439353,-0.7131440886800136,0.08621833552268166,0.11126829717400426,0
1.0404167027276379,1.1086126506396492,0.08555934725539273,-0.3558548484494469,1
-2.8956441144708522,0.04091078976534468,0.8354694026860839,-0.7063175627401305,0
-0.9437721228747878,-1.282068376071459,-0.1725398898432777,0.4728246748301418,0
0.801217585687083,0.09148195026823824,-0.19587002229261302,0.13964427649855524,1
1.676600045233665,-1.7134844054424636,-1.0640216769903865,1.3260402687390311,1
1.5302866519077967,-1.4598481463943411,-0.9354172504035126,1.1538207339652224,1
1.3722458032443643,0.4406953723303835,-0.23793583575880295,0.08503024469961779,1
0.671188680908521,-1.9022306675610952,-0.843627771410475,1.1909406302512675,1
-0.020132763534772224,-1.8594557656654236,-0.63282850225782,1.0043969038589249,0
-1.4731174586852647,0.7961407860939875,0.6912817884280835,-0.7801106070420593,0
-1.7944554270765267,0.4597089659440151,0.666906048935698,-0.6734423949282885,0
0.8357441965633391,-2.182539823861129,-0.9865665335207306,1.3819457497856953,1
-0.5950874170600915,1.8775955238369524,0.8135800364976773,-1.1595913664871886,0
-1.765424935451116,-0.05924762826962926,0.48046043207623035,-0.38493854219502865,0
-0.23534422506237518,-1.878115850857734,-0.5781863835524922,0.9636788980393727,0
-2.505286113739774,0.6563350631928089,0.9360723049453681,-0.948092563714775,0
-0.18255714797725753,-2.461647591280854,-0.7935463330323611,1.2928412590711322,0
-1.4322965351484847,1.3297505915228127,0.8629442683400019,-1.0600641188135453,0
1.5545715834731015,-0.37838085727516657,-0.5709289203668577,0.5726303474058126,1
-2.4417633385369095,0.5057164727918866,0.8663298792776303,-0.8513420201269066,0
-0.5690820243252174,2.3195725843885238,0.9579784956304583,-1.3933147342810155,0
-1.6344675513590832,-0.48922681169762405,0.2956557131002276,-0.12064312166564196,0
-1.7590614431786378,0.7584494972747235,0.7594535833660699,-0.827211121775595,0
1.4958959550352142,0.5732957766729517,-0.22747707829226005,0.042279247003415885,1
1.495525288083636,0.53874864681774,-0.23923546118720196,0.06094089900467985,1
0.5685358036013779,-2.0113523270145355,-0.8519802884270851,1.2259101174389855,1
-0.9360160452019901,0.543282486859719,0.4520878930972596,-0.5159870798268492,0
1.3986358760296886,1.257316238277959,0.035006695018229436,-0.3519268238747437,1
2.5580934302247744,2.3989033834666724,0.09812066720724688,-0.697553232332823,1
1.346411601061362,-0.06080074646520617,-0.4028217833681159,0.35109590669914137,1
0.2455445280754993,0.7700061105412203,0.19476641542496317,-0.3598819096920659,1
0.6705307935676477,1.5088690774648614,0.32793517608926537,-0.6604677138129208,1
0.4029343230949619,0.56738752942478,0.08053943585303247,-0.21273353113945728,1
-0.6302062852713863,0.5688557802317573,0.3741193467510683,-0.45761653640288813,0
1.249151635839691,-0.9127696139603618,-0.6677988804283931,0.7904933729456322,1
-2.1068420683173907,-0.1560051597993013,0.5440851195916444,-0.4130888479257699,0
1.8293671057016987,1.542978261236518,0.010915930969621228,-0.40519666958038303,1
0.4253614813322255,0.24142691696923058,-0.037757898976149375,-0.03053145503275792,0
1.333279623961087,1.4843657303252025,0.1315157076811991,-0.49059068834192476,1
0.9607630979979833,-0.7093931298937451,-0.516150624699901,0.6119843675729261,1
2.9044751517273495,0.35378248936756895,-0.7024363310138823,0.4941982307008945,1
0.5753580844692532,1.4803623892192705,0.3451440170773756,-0.6674818932503079,1
-0.743208426101638,0.768103977360866,0.47459728340213647,-0.59244888809429,0
-1.2096589158242546,-1.2778522388473927,-0.09566674250360076,0.40771903846844487,0
-0.9651034372639296,1.5846342872425276,0.8179408800224155,-1.0880157707860152,0
-0.5196382716563045,0.6873605760796201,0.38344872280863485,-0.49580838447566145,0
-1.3259599976373464,-0.961945853622897,0.045807601267269925,0.2087952133164612,0
1.0362847246179725,0.9876392090057899,0.045189038896907,-0.29117702759614833,0
-1.9535656577291878,1.27705890753709,0.9927206629748165,-1.154620792245197,0
0.3299271775546734,0.7699268957935614,0.17080200167755982,-0.3399029708923906,1
-0.6399539160961438,-1.2794242528963697,-0.25781739164888384,0.5431686915084194,0
-2.4914064010820125,0.747836088001401,0.9635565606765891,-0.9944723144173652,0
1.2137115539203431,-1.526141112328939,-0.8683780427739867,1.1150059618708685,1
-0.8452318332276948,-0.5826816941171233,0.03967708037292309,0.11653824112384568,0
-0.4612057234986975,-2.3035577922177626,-0.6602125664869631,1.141211118501675,1
0.5740300193382719,0.44723681115905967,-0.009255982285986095,-0.10710354039451618,1
-0.3117731938555187,-1.106268715946726,-0.2914520665163082,0.5267295126129987,0
-0.9882673150313668,1.8770885349579824,0.9249410719274083,-1.2522075153890357,0
-0.9182729790663449,-0.7536416572771705,0.0016891102068048358,0.19206422899463263,0
-0.016799277175044702,-1.1909395380627363,-0.4042047399156908,0.6423710856201074,1
-1.970049112348593,1.5076100041724676,1.0765681619417378,-1.283638512769065,0
-1.0659805598308616,2.101219851709015,1.0239533437237023,-1.3922070637506616,0
0.3660160838527806,2.8636641887210255,0.8795567492440004,-1.4676780885334426,0
-0.5861064242619201,-1.8225743014713096,-0.4596110255646971,0.8506658571792223,1
0.15755695848785378,-2.382125169776221,-0.8627199454758492,1.3300374585762613,0
-2.0194176804053323,1.2400777213568948,0.9987018168371049,-1.1501085375218258,0
0.036211101709964555,0.8899464652551375,0.29533666585060475,-0.4744316446674084,1
0.9314622645698161,-2.0988551736841967,-0.9849818913038156,1.359142899904091,1
2.225539376697075,0.46205610992714874,-0.47265821158640037,0.2750336018983459,1
0.029499945816815698,1.6329087484159357,0.5523747150849829,-0.8792335202921132,0
0.1274145701702154,1.727580684181154,0.5571092990485702,-0.9074803774857995,1
-0.43539646225905837,0.7157160278148853,0.36928876520199755,-0.49129462270461627,0
-0.48053589100221206,1.968743439537703,0.8123850013111701,-1.1819951114347456,0
-0.33742116692370994,-1.8759675336240527,-0.5484920165035413,0.9383966362977272,0
1.0370598390135866,1.5362496420154046,0.23336273229862053,-0.5887326777427724,1
0.7999823922426506,0.377570098589488,-0.09727656759656347,-0.01591170057220376,1
-0.8550413264139206,-0.10943646323597511,0.20497284414314404,-0.1426163115374483,0
1.5949704109819414,1.2116600308686785,-0.0363668226886966,-0.2807632368568173,1
1.5440096779882828,0.7898002122350336,-0.1667777981444021,-0.06385364658830053,1
2.3681010392087964,2.7937380177273905,0.2876034297389459,-0.9567226033211447,1
0.7106638943386205,0.515413793733273,-0.024603468057929036,-0.11182353135420132,1
-1.8289026297732298,-1.0493695847271918,0.15845820419455328,0.13741787375527403,0
0.18148413601557067,-1.8100567166561545,-0.6730583872717729,1.0252206283399372,1
-0.24704446462247165,-1.4273880739655787,-0.4200867876511281,0.7162981905767996,0
-0.9996061768680046,-0.41708078657331005,0.14033673331474217,-0.009807693402638287,0
